OGNTsort	Español
111632	(Ustedes) mismos
111633	porque
111634	han sabido
111635	cómo
111636	está siendo necesario
111637	estar imitando
111638	a nosotros
111639	que
111640	no
111641	nos comportamos desordenamente
111642	en(tre)
111643	ustedes
111644	ni
111645	gratis
111646	pan
111647	comimos
111648	al lado de
111649	alguien
111650	sino
111651	en
111652	a labor
111653	y
111654	afán
111655	de noche
111656	y
111657	día
111658	estando obrando
111659	hacia
111660	el
111661	no
111662	poner peso sobre
111663	alguien
111664	de ustedes
111665	no
111666	que
111667	no
111668	estamos teniendo
111669	autoridad
111670	sino
111671	para que
111672	a nosotros mismos
111673	a ejemplo
111674	demos
111675	a ustedes
111676	hacia dentro
111677	el
111678	estar imitando
111679	a nosotros
111680	Y
111681	porque
111682	cuando
111683	estábamos siendo
111684	hacia
111685	a ustedes
111686	esto
111687	estábamos dando instrucciones
111688	a ustedes
111689	que
111690	si
111691	alguien
111692	no
111693	está queriendo
111694	estar trabajando
111695	tampoco
111696	esté comiendo
111697	Estamos oyendo
111698	porque
111699	a algunos
111700	estando caminando alrededor
111701	en
111702	ustedes
111703	desordenadamente
111704	nada
111705	estando trabajando
111706	sino
111707	estando caminando alrededor
111708	A los
111709	pero
111710	tales
111711	estamos ordenando
111712	y
111713	estamos exhortando
111714	en
111715	Señor
111716	Jesús
111717	Ungido
111718	para que
111719	con
111720	quietud
111721	estando trabajando
111722	a el
111723	de ellos mismos
111724	pan
111725	estén comiendo
111726	Ustedes
111727	pero
111728	hermanos
111729	no
111730	(se) desalienten
111731	estando haciendo lo excelente
111732	Si
111733	pero
111734	alguien
111735	no
111736	está obedeciendo
111737	la
111738	palabra
111739	nuestra
111740	a través de
111741	la
111742	carta
111743	esta
111744	estén poniendo señal para sí
111745	no
111746	estarse mezclando con
111747	él
111748	para que
111749	sea avergonzado
111750	y
111751	no
111752	como
111753	enemigo
111754	estén considerando
111755	sino
111756	estén amonestando
111757	como
111758	a hermano
111759	Mismo
111760	pero
111761	el
111762	Señor
111763	de la
111764	paz
111765	dé
111766	a ustedes
111767	la
111768	paz
111769	a través de
111770	todo (tiempo)
111771	en
111772	toda
111773	manera
111774	El
111775	Señor
111776	con
111777	todos
111778	ustedes
111779	El
111780	saludo
111781	a la
111782	mi
111783	mano
111784	Pablo
111785	cual
111786	está siendo
111787	señal
111788	en
111789	toda
111790	carta
111791	así
111792	estoy escribiendo
111793	La
111794	bondad inmerecida
111795	de el
111796	Señor
111797	nuestro
111798	de Jesús
111799	Ungido
111800	con
111801	todos
111802	ustedes
111803	Pablo
111804	enviado como emisario
111805	de Ungido
111806	Jesús
111807	según
111808	imposición
111809	de Dios
111810	Salvador
111811	nuestro
111812	y
111813	de Ungido
111814	Jesús
111815	la
111816	esperanza
111817	nuestra
111818	a Timoteo
111819	genuino
111820	hijo
111821	en
111822	confianza
111823	Bondad inmerecida
111824	misericordia
111825	paz
111826	desde
111827	Dios
111828	Padre
111829	y
111830	de Ungido
111831	Jesús
111832	el
111833	Señor
111834	nuestro
111835	Según como
111836	animé
111837	a ti
111838	permanecer hacia
111839	en
111840	Éfeso
111841	estando yendo en camino (yo)
111842	hacia dentro
111843	Macedonia
111844	para que
111845	ordenes
111846	a algunos
111847	no
111848	estar enseñando diferente
111849	ni
111850	estar teniendo atención
111851	a mitos
111852	y
111853	a genealogías
111854	inconclusas
111855	cuales
111856	búsquedas (de investigación)
111857	están teniendo al lado de
111858	más bien
111859	que
111860	administración de casa
111861	de Dios
111862	a la
111863	en
111864	confianza
111865	El
111866	pero
111867	fin
111868	de la
111869	instrucción
111870	está siendo
111871	amor
111872	procedente de
111873	limpio
111874	corazón
111875	y
111876	de conciencia
111877	buena
111878	y
111879	de confianza
111880	sin hipocresía
111881	de cuales (cosas)
111882	algunos
111883	habiendo desviado
111884	fueron girados hacia fuera
111885	hacia dentro
111886	habla vana
111887	estando queriendo
111888	estar siendo
111889	maestros de ley
111890	no
111891	estando ejerciendo la mente a
111892	ni
111893	cuales (cosas)
111894	están diciendo
111895	ni
111896	acerca de
111897	qué (cosas)
111898	estando estabilizando completamente
111899	Hemos sabido
111900	pero
111901	que
111902	excelente
111903	la
111904	ley
111905	si
111906	alguien
111907	a ella
111908	legítimamente
111909	esté usando
111910	ha sabido
111911	esto
111912	que
111913	a justo
111914	ley
111915	no
111916	está yaciendo
111917	a (los) sin ley
111918	sino
111919	y
111920	a (los) no estando en sujeción
111921	a irreverentes
111922	y
111923	a pecadores
111924	a (los) sin lealtad en santidad
111925	y
111926	a profanos
111927	a asesinos de padres
111928	y
111929	a asesinos de madres
111930	a asesinos de varones
111931	a quienes cometen inmoralidad sexual
111932	a varones compañeros de cama
111933	a esclavizadores de hombres
111934	a mentirosos
111935	a quebrantadores de juramentos
111936	y
111937	si
111938	algo
111939	otro diferente
111940	a la
111941	estando siendo saludable
111942	enseñanza
111943	está yaciendo en contra
111944	según
111945	la
111946	buena noticia
111947	de el
111948	esplendor
111949	de el
111950	dichoso
111951	Dios
111952	cual
111953	me fue confiado
111954	(a) mí
111955	Gracias
111956	estoy teniendo
111957	a el
111958	habiendo hecho poderoso
111959	a mí
111960	a Ungido
111961	Jesús
111962	el
111963	Señor
111964	nuestro
111965	porque
111966	fiel
111967	a mí
111968	consideró
111969	habiendo puesto
111970	hacia dentro
111971	servicio
111972	el
111973	anterior (tiempo)
111974	estando siendo
111975	hablador injurioso
111976	y
111977	perseguidor
111978	e
111979	insolente
111980	pero
111981	me fue mostrada misericordia
111982	porque
111983	no estando conociendo
111984	hice
111985	en
111986	falta de confianza
111987	fue sobreabundante
111988	pero
111989	la
111990	bondad inmerecida
111991	de el
111992	Señor
111993	nuestro
111994	con
111995	de confianza
111996	y
111997	amor
111998	de el
111999	en
112000	Ungido
112001	Jesús
112002	Fiel
112003	la
112004	palabra
112005	y
112006	de toda
112007	aceptación
112008	digna
112009	que
112010	Ungido
112011	Jesús
112012	vino
112013	hacia dentro
112014	el
112015	mundo
112016	a pecadores
112017	salvar
112018	de quienes
112019	más primero
112020	estoy siendo
112021	yo
112022	Pero
112023	por
112024	esto
112025	me fue mostrada misericordia
112026	para que
112027	en
112028	mí
112029	primero
112030	demuestre
112031	Ungido
112032	Jesús
112033	la
112034	toda
112035	largura de ánimo
112036	hacia
112037	subtipo
112038	de los
112039	estando por
112040	estar confiando
112041	sobre
112042	él
112043	hacia dentro
112044	vida
112045	eterna
112046	A el
112047	pero
112048	rey
112049	de las
112050	edades
112051	incorruptible
112052	invisible
112053	solo
112054	Dios
112055	honra
112056	y
112057	esplendor
112058	hacia dentro
112059	a las
112060	edades
112061	de las
112062	edades
112063	Amén
112064	Esta
112065	la
112066	instrucción
112067	estoy poniendo al lado
112068	a ti
112069	hijo
112070	Timoteo
112071	según
112072	las
112073	estando conduciendo de antemano
112074	sobre
112075	ti
112076	profecías
112077	para que
112078	estés haciendo servicio militar
112079	en
112080	ellas
112081	el
112082	excelente
112083	servicio militar
112084	estando teniendo
112085	confianza
112086	y
112087	buena
112088	conciencia
112089	cual
112090	algunos
112091	habiendo echado de sí
112092	acerca de
112093	la
112094	confianza
112095	experimentaron naufragio
112096	de quienes
112097	está siendo
112098	Himeneo
112099	y
112100	Alejandro
112101	a quienes
112102	entregué
112103	a el
112104	Adversario
112105	para que
112106	sean instruídos por disciplina
112107	no
112108	estar hablando injuriosamente
112109	Estoy exhortando
112110	por lo tanto
112111	primero
112112	de todas (cosas)
112113	estar siendo hechos
112114	ruegos
112115	oraciones
112116	intercesiones
112117	expresiones de gracias
112118	por
112119	todos
112120	hombres
112121	por
112122	reyes
112123	y
112124	todos
112125	de los
112126	en
112127	superioridad
112128	estando siendo
112129	para que
112130	tranquila
112131	y
112132	quieta
112133	vida
112134	estemos conduciéndonos a través
112135	en
112136	todo
112137	bien-reverenciar
112138	y
112139	seriedad
112140	Esto
112141	excelente
112142	y
112143	aceptable
112144	a vista de
112145	el
112146	Salvador
112147	de nosotros
112148	Dios
112149	quien
112150	a todos
112151	hombres
112152	está queriendo
112153	ser salvado
112154	y
112155	hacia dentro
112156	conocimiento pleno
112157	de verdad
112158	venir
112159	Uno
112160	porque
112161	Dios
112162	uno
112163	también
112164	mediador
112165	de Dios
112166	y
112167	de hombres
112168	hombre
112169	Ungido
112170	Jesús
112171	El
112172	habiendo dado
112173	a sí mismo
112174	a rescate que corresponde en equivalencia
112175	por
112176	todos
112177	el
112178	testimonio
112179	a tiempos señalados
112180	propios
112181	Hacia dentro
112182	cual (cosa)
112183	fui puesto
112184	yo
112185	predicador
112186	y
112187	enviado como emisario
112188	-- verdad
112189	estoy diciendo
112190	no
112191	estoy mintiendo --
112192	maestro
112193	de naciones
112194	en
112195	confianza
112196	y
112197	verdad
112198	Estoy queriendo
112199	por lo tanto
112200	estar orando
112201	los
112202	varones
112203	en
112204	todo
112205	lugar
112206	estando alzando
112207	leales en santidad
112208	manos
112209	sin
112210	ira
112211	y
112212	discusión
112213	Así mismo
112214	también
112215	mujeres
112216	en
112217	vestido
112218	arreglado
112219	con
112220	modestia
112221	y
112222	recto juicio de mente
112223	estar adornando
112224	a ellas mismas
112225	no
112226	en
112227	trenzados ostentosos
112228	y
112229	oro
112230	o
112231	perlas
112232	o
112233	prenda exterior de vestir
112234	muy costosa
112235	más bien
112236	cual
112237	está siendo apropiado
112238	a mujeres
112239	estando profesando
112240	temor reverente a Dios
112241	a través de
112242	obras
112243	buenas
112244	Mujer
112245	en
112246	silencio
112247	esté aprendiendo
112248	en
112249	toda
112250	sujeción
112251	estar enseñando
112252	pero
112253	a mujer
112254	no
112255	estoy permitiendo
112256	ni
112257	estar ejerciendo dominio
112258	de varón
112259	sino
112260	estar siendo
112261	en
112262	silencio
112263	Adán
112264	porque
112265	primero
112266	fue moldeado
112267	luego
112268	Eva
112269	Y
112270	Adán
112271	no
112272	fue seducido engañosamente
112273	la
112274	pero
112275	mujer
112276	habiendo sido seducida engañosamente
112277	en
112278	transgresión
112279	ha llegado a ser
112280	Será salvada
112281	pero
112282	a través de
112283	el
112284	tener hijos
112285	si alguna vez
112286	permanezcan
112287	en
112288	confianza
112289	y
112290	amor
112291	y
112292	santificación
112293	con
112294	recto juicio de mente
112295	Fiel
112296	la
112297	palabra
112298	Si
112299	alguien
112300	de supervisor
112301	está extendiéndose hacia
112302	de excelente
112303	obra
112304	está deseando
112305	está siendo necesario
112306	por lo tanto
112307	a el
112308	supervisor
112309	irreprensible
112310	estar siendo
112311	de uno
112312	mujer
112313	esposo
112314	sobrio
112315	recto juicio de mente
112316	ordenado
112317	encariñado de extraños
112318	cualificado para enseñar
112319	no
112320	dado al vino
112321	no
112322	golpeador
112323	sino
112324	condescendiente
112325	no peleador
112326	no encariñado a la plata
112327	de la
112328	propia
112329	casa
112330	excelentemente
112331	estando poniéndose de pie hacia
112332	a hijos
112333	estando teniendo
112334	en
112335	sujeción
112336	con
112337	toda
112338	seriedad
112339	Si
112340	pero
112341	alguien
112342	de la
112343	propia
112344	de casa
112345	estar de pie hacia
112346	no
112347	ha sabido
112348	¿Cómo
112349	de congregación
112350	de Dios
112351	cuidará?
112352	No
112353	neófito
112354	para que
112355	no
112356	habiendo sido envuelto en humo
112357	hacia dentro
112358	juicio
112359	caiga en
112360	de el
112361	Calumniador
112362	está siendo necesario
112363	pero
112364	también
112365	testimonio
112366	excelente
112367	estar teniendo
112368	desde
112369	los
112370	desde afuera
112371	para que
112372	no
112373	hacia dentro
112374	reproche
112375	caiga
112376	y
112377	trampa de lazo
112378	de el
112379	Calumniador
112380	Siervos
112381	así mismo
112382	serios
112383	no
112384	doble palabra
112385	no
112386	a vino
112387	mucho
112388	estando teniendo (mente) hacia
112389	no
112390	(ávido) de ganancias vergonzosas
112391	Estando teniendo
112392	el
112393	misterio
112394	de la
112395	confianza
112396	en
112397	limpia
112398	conciencia
112399	Y
112400	estos
112401	pero
112402	estén siendo probados
112403	primero
112404	luego
112405	estén sirviendo
112406	sin acusación
112407	estando siendo
112408	Mujeres
112409	así mismo
112410	serias
112411	no
112412	calumniadoras
112413	sobrias
112414	dignas de confianza
112415	en
112416	todas (cosas)
112417	Siervos
112418	sean
112419	de uno
112420	mujer
112421	esposos
112422	de hijos
112423	excelentemente
112424	estando poniéndose de pie hacia
112425	también
112426	de las
112427	propias
112428	casas
112429	Los
112430	porque
112431	excelentemente
112432	habiendo servido
112433	paso
112434	a ellos mismos
112435	excelente
112436	están procurando
112437	y
112438	mucha
112439	franqueza
112440	en
112441	confianza
112442	la
112443	en
112444	Ungido
112445	Jesús
112446	Estas (cosas)
112447	a ti
112448	estoy escribiendo
112449	estando esperando
112450	venir
112451	hacia
112452	a ti
112453	en
112454	rapidez
112455	Si alguna vez
112456	pero
112457	esté siendo lento
112458	para que
112459	has sabido
112460	cómo
112461	está siendo necesario
112462	en
112463	casa
112464	de Dios
112465	estar siendo conducido
112466	cual
112467	está siendo
112468	congregación
112469	de Dios
112470	estando viviendo
112471	columna
112472	y
112473	soporte
112474	de la
112475	verdad
112476	E
112477	indiscutiblemente
112478	grande
112479	está siendo
112480	el
112481	de el
112482	bien-reverenciar
112483	misterio
112484	Quien
112485	fue hecho manifiesto
112486	en
112487	carne
112488	fue justificado
112489	en
112490	espíritu
112491	fue visto
112492	a mensajeros
112493	fue predicado
112494	en(tre)
112495	naciones
112496	fue creído
112497	en
112498	mundo
112499	fue tomado hacia arriba
112500	en
112501	esplendor
112502	El
112503	pero
112504	espíritu
112505	expresamente
112506	está diciendo
112507	que
112508	En
112509	últimos
112510	tiempos señalados
112511	se pondrán de pie aparte
112512	algunos
112513	de la
112514	confianza
112515	estando teniendo (mente) hacia
112516	espíritus
112517	errantes
112518	y
112519	a enseñanzas
112520	de demonios
112521	en
112522	hipocresía
112523	de habladores mentirosos
112524	han sido cauterizados con hierro candente
112525	(en) la
112526	propia
112527	conciencia
112528	estando impidiendo
112529	estar casando
112530	estar absteniendo
112531	de alimentos
112532	cuales
112533	el
112534	Dios
112535	creó
